Nro pre-imagens: 20
Janela entropia: 2x4
Regras versão 2
regra	entropia_nucleo_regra	entropia_maxima	entropia_minima	entropia_media	entropia_desvio_padrao	perc0_maximo	perc0_minimo	perc0_medio	perc0_desvio_padrao	regra_alterada	entropia_regra_alterada
1011111111000001:CIMA	0,787	1000010111110111	0,832	0,913	0,828	0,880	0,013	67,188	46,484	56,310	2,994
1101001011110011:CIMA	0,875	1100111110101010	0,820	0,913	0,837	0,881	0,012	64,453	47,656	56,195	2,854
1110100100100011:CIMA	0,832	1000111001001101	0,875	0,917	0,830	0,880	0,013	65,234	47,266	56,275	3,000
0001100011110001:CIMA	0,789	0100011110000011	0,875	0,912	0,834	0,881	0,012	66,016	47,656	56,201	2,906
1111001010001111:CIMA	0,819	1011110010101110	0,801	0,912	0,815	0,881	0,012	64,844	46,875	56,258	2,878
0000101110010100:CIMA	0,863	0101000011100001	0,844	0,912	0,837	0,881	0,012	64,062	46,875	56,098	2,816
0010001000001110:CIMA	0,758	0011100000100100	0,801	0,914	0,837	0,881	0,013	65,625	45,703	56,232	3,066
0001001000101001:CIMA	0,656	0010011000100010	0,703	0,915	0,831	0,880	0,012	66,016	46,484	56,233	3,001
0101001010100011:CIMA	0,769	0000111010101010	0,769	0,911	0,816	0,881	0,012	65,625	45,703	56,272	2,911
1100011011010101:CIMA	0,844	1101010110111000	0,844	0,911	0,834	0,881	0,012	65,625	46,484	56,174	2,974
1011110000110110:CIMA	0,906	1101101000010111	0,906	0,914	0,840	0,882	0,012	64,062	48,438	56,220	2,971
1010010011101110:CIMA	0,812	1011101110010100	0,812	0,913	0,829	0,880	0,013	66,016	47,266	56,432	2,900
0111101101000111:CIMA	0,832	0001110101101111	0,875	0,911	0,823	0,881	0,012	66,797	46,484	56,280	2,852
1011110100011011:CIMA	0,832	1110110001010111	0,863	0,918	0,824	0,881	0,012	65,234	47,266	56,113	2,938
1011001101001100:CIMA	0,789	1011000101100110	0,832	0,912	0,826	0,881	0,012	65,625	47,266	56,323	2,934
0001000000111011:CIMA	0,863	0110111000000010	0,875	0,912	0,842	0,881	0,012	64,062	47,656	56,520	2,817
0100000011011111:CIMA	0,863	0111110110001000	0,906	0,910	0,807	0,880	0,013	67,969	47,266	56,428	2,929
0001111101100001:CIMA	0,906	0000011101110011	0,844	0,912	0,828	0,881	0,012	67,188	47,656	56,157	2,939
0001010001100110:CIMA	0,844	0001101100010010	0,844	0,911	0,833	0,881	0,012	64,844	47,266	56,182	2,907
1101000111111000:CIMA	0,832	1110001111001010	0,875	0,910	0,837	0,881	0,012	63,672	47,656	56,141	2,857
1101010111101111:CIMA	0,688	1011111111011010	0,694	0,914	0,836	0,881	0,012	64,453	46,484	56,179	2,899
0111110111111111:CIMA	0,500	0111111111011111	0,500	0,913	0,446	0,856	0,041	86,328	48,047	59,966	4,309
0011001000010010:CIMA	0,758	0100100000100110	0,746	0,866	0,337	0,649	0,079	91,406	57,422	74,440	5,078
1001001001001011:CIMA	0,676	1010110100100010	0,789	0,913	0,823	0,881	0,012	65,625	46,875	56,317	2,944
1111111001011000:CIMA	0,844	1110000100111111	0,758	0,913	0,835	0,881	0,012	64,453	44,531	56,250	2,979
1101000100100001:CIMA	0,832	1000011001001010	0,844	0,915	0,820	0,881	0,013	65,625	47,656	56,300	2,970
0110011010000010:CIMA	0,844	0000100010111100	0,832	0,909	0,830	0,880	0,012	64,844	47,266	56,473	2,871
0100111111110110:CIMA	0,787	0101101111111001	0,812	0,912	0,826	0,881	0,012	66,406	46,875	56,195	2,934
0000100010101000:CIMA	0,688	0010001010000001	0,715	0,919	0,037	0,843	0,088	99,609	48,047	60,220	6,773
1011111100101100:CIMA	0,769	1011001001110111	0,844	0,911	0,833	0,881	0,012	64,844	45,703	56,246	2,818
1101011101101111:CIMA	0,715	1011111101111010	0,688	0,912	0,822	0,881	0,013	66,797	48,047	56,232	2,907
1010001100000010:CIMA	0,801	1000100001100100	0,758	0,910	0,761	0,873	0,017	69,531	47,656	57,712	3,147
0001101011111110:CIMA	0,875	0111101110100011	0,832	0,912	0,830	0,881	0,012	65,234	47,266	56,239	2,933
1111100110101110:CIMA	0,844	1011101011001111	0,844	0,911	0,831	0,881	0,012	67,188	47,266	56,143	2,961
0010000000001101:CIMA	0,726	0011010000000100	0,725	0,914	0,441	0,876	0,025	85,156	46,094	56,782	3,556
1000011011111011:CIMA	0,844	1110111110110000	0,844	0,913	0,836	0,881	0,012	65,625	46,875	56,212	2,811
1110010111010101:CIMA	0,801	1101010111011100	0,812	0,916	0,819	0,881	0,012	65,234	48,047	56,251	2,810
0000110010000110:CIMA	0,769	0001100010010001	0,703	0,913	0,823	0,881	0,012	67,188	47,266	56,284	2,953
1011101101101111:CIMA	0,625	1011111101100111	0,750	0,913	0,836	0,881	0,012	65,234	46,875	56,266	2,872
1011100001111101:CIMA	0,844	1111011100000111	0,781	0,913	0,841	0,880	0,012	64,453	46,094	56,234	2,887
1101101110110000:CIMA	0,777	1100001011101011	0,875	0,914	0,832	0,882	0,012	63,672	47,266	56,193	2,843
1001110010101010:CIMA	0,719	1010101010010011	0,738	0,914	0,838	0,881	0,012	66,016	47,266	56,278	2,967
1100011110110101:CIMA	0,875	1101011011111000	0,875	0,919	0,837	0,881	0,013	64,453	46,484	56,188	2,939
0011100011101010:CIMA	0,812	0010101110000111	0,875	0,912	0,837	0,881	0,011	65,234	46,875	56,209	2,908
1111001010000000:CIMA	0,875	1000000010101110	0,812	0,915	0,754	0,877	0,015	67,969	46,875	56,812	3,021
1011110010101000:CIMA	0,863	1010001010010111	0,875	0,911	0,828	0,882	0,013	65,625	46,875	56,202	2,897
1010010010010110:CIMA	0,715	1101100010010100	0,875	0,914	0,804	0,882	0,012	68,359	46,484	56,095	2,886
0110011100110010:CIMA	0,695	0100101001111100	0,875	0,907	0,840	0,880	0,012	65,234	45,703	56,252	2,913
0001011101010110:CIMA	0,863	0101100101110010	0,758	0,915	0,835	0,881	0,012	64,453	46,875	56,160	2,870
0110110010011100:CIMA	0,875	0111000010011101	0,938	0,912	0,841	0,881	0,012	65,234	45,312	56,279	2,925
1110100101010111:CIMA	0,777	1101110101001101	0,801	0,913	0,829	0,881	0,013	65,234	43,359	56,102	3,028
0000001011001101:CIMA	0,894	0011010110100000	0,781	0,911	0,832	0,881	0,012	64,062	47,266	56,232	2,758
0001110111100100:CIMA	0,906	0001001111010011	0,906	0,912	0,830	0,881	0,012	67,578	46,875	56,127	2,885
1101011100111100:CIMA	0,844	1111001001111010	0,875	0,912	0,826	0,881	0,012	67,188	48,047	56,194	3,090
1001001101010000:CIMA	0,832	1100000101100010	0,750	0,911	0,818	0,880	0,013	66,406	47,656	56,530	2,969
1111011100001101:CIMA	0,844	1011010001111110	0,863	0,914	0,831	0,880	0,013	65,234	46,484	56,417	2,944
1100000000101110:CIMA	0,787	1011101000001000	0,844	0,911	0,823	0,881	0,012	65,234	46,875	56,209	3,029
1011111100111000:CIMA	0,832	1110001001110111	0,863	0,913	0,839	0,881	0,012	64,453	47,656	56,299	2,871
1010010010111000:CIMA	0,832	1110001010010100	0,844	0,906	0,832	0,881	0,012	64,844	47,266	56,239	2,919
1100101001101101:CIMA	0,875	1011011100101001	0,875	0,911	0,844	0,881	0,011	64,062	46,484	56,224	2,841
0001001001000010:CIMA	0,625	0000100100100010	0,625	0,914	0,833	0,881	0,013	64,844	47,656	56,240	2,910
0110011010110101:CIMA	0,715	0101011010111100	0,863	0,911	0,828	0,881	0,012	65,625	44,531	56,311	2,892
1101100010111110:CIMA	0,832	1111101010001011	0,812	0,912	0,829	0,881	0,012	66,016	46,094	56,291	2,896
1000011101001111:CIMA	0,875	1011110101110000	0,875	0,914	0,831	0,880	0,013	65,234	48,047	56,478	2,791
0101111000110001:CIMA	0,875	0100011000111011	0,844	0,913	0,819	0,881	0,012	65,234	45,703	56,116	2,786
0100110011111110:CIMA	0,738	0111101110011001	0,844	0,914	0,806	0,880	0,013	67,188	47,656	56,284	3,037
0100111011001011:CIMA	0,875	0010110110111001	0,801	0,918	0,826	0,881	0,013	65,234	46,484	56,257	3,015
0111010110001111:CIMA	0,875	0011110011011110	0,844	0,915	0,830	0,880	0,012	66,406	48,438	56,471	2,981
1100010001011010:CIMA	0,812	1110100100011000	0,875	0,913	0,816	0,880	0,012	64,453	46,094	56,245	2,968
0011010110111111:CIMA	0,832	0111111011010110	0,832	0,915	0,830	0,881	0,012	65,625	47,656	56,234	2,927
0100001110101011:CIMA	0,863	0010111011101000	0,844	0,916	0,828	0,881	0,013	64,844	47,266	56,270	2,925
1101000110001110:CIMA	0,844	1011100011001010	0,863	0,915	0,837	0,882	0,012	64,453	48,828	56,048	2,906
0100110101110011:CIMA	0,844	0100111101011001	0,906	0,915	0,839	0,881	0,012	64,453	43,359	56,207	2,941
0011010101001001:CIMA	0,715	0010010101010110	0,769	0,915	0,831	0,881	0,013	64,453	46,094	56,162	2,904
0111011001101110:CIMA	0,750	0011101100111110	0,844	0,913	0,823	0,880	0,013	65,625	46,875	56,348	2,926
1001111010000000:CIMA	0,844	1000000010110011	0,844	0,915	0,824	0,881	0,012	66,016	46,484	56,307	2,903
1111001001010101:CIMA	0,801	1101010100101110	0,789	0,911	0,825	0,881	0,013	66,797	47,266	56,167	3,003
1111111111111100:CIMA	0,405	1111001111111111	0,405	0,832	0,037	0,527	0,184	99,609	61,719	81,854	8,035
0010011010110110:CIMA	0,863	0101101010110100	0,758	0,913	0,841	0,881	0,012	65,234	47,656	56,253	2,918
0111111001001000:CIMA	0,832	0010000100111111	0,832	0,917	0,833	0,881	0,012	65,234	44,922	56,212	2,925
1111110001000100:CIMA	0,801	1001000100011111	0,801	0,914	0,824	0,881	0,013	64,453	48,047	56,246	2,916
1100110110111000:CIMA	0,801	1110001011011001	0,906	0,917	0,837	0,882	0,012	64,453	47,656	56,059	2,808
0011011001110010:CIMA	0,875	0100101100110110	0,758	0,917	0,828	0,880	0,012	66,016	45,703	56,293	2,956
0000110001001100:CIMA	0,769	0011000100010001	0,703	0,874	0,037	0,540	0,112	99,609	58,203	80,270	5,989
0111001101011011:CIMA	0,777	0110110101101110	0,777	0,919	0,811	0,881	0,012	65,234	46,875	56,152	2,921
1010100011100100:CIMA	0,844	1001001110000101	0,906	0,919	0,811	0,880	0,013	67,578	46,094	56,255	3,050
1000110000001101:CIMA	0,726	1011010000010001	0,812	0,913	0,805	0,877	0,015	66,016	45,703	56,935	3,079
1101001011011001:CIMA	0,875	1110010110101010	0,769	0,916	0,825	0,881	0,013	64,453	46,875	56,232	2,857
0011101111001000:CIMA	0,906	0010000111100111	0,844	0,913	0,818	0,881	0,012	66,797	46,484	56,130	2,956
1111110101100110:CIMA	0,832	1001101101011111	0,832	0,916	0,831	0,881	0,012	65,234	47,266	56,257	2,836
0001100111001100:CIMA	0,758	0011000111000011	0,758	0,912	0,827	0,880	0,012	66,797	46,875	56,334	2,845
1111001111010000:CIMA	0,875	1100000111101110	0,844	0,916	0,832	0,881	0,012	65,234	43,750	56,183	3,008
0110011010110001:CIMA	0,832	0100011010111100	0,938	0,914	0,810	0,880	0,013	66,406	47,656	56,516	3,073
1010100000110111:CIMA	0,906	1101111000000101	0,832	0,913	0,838	0,881	0,012	65,234	48,047	56,338	2,928
1101010010101011:CIMA	0,750	1010111010011010	0,769	0,911	0,832	0,881	0,012	65,625	48,047	56,247	2,883
1100000110101001:CIMA	0,906	1010011011001000	0,875	0,914	0,835	0,881	0,012	66,016	47,656	56,337	2,881
1000010001011001:CIMA	0,844	1110010100010000	0,875	0,912	0,831	0,881	0,012	65,234	47,266	56,256	2,798
0111001001000001:CIMA	0,832	0000010100101110	0,863	0,911	0,838	0,881	0,012	65,234	48,438	56,216	2,903
1011100001100101:CIMA	0,906	1001011100000111	0,875	0,910	0,834	0,881	0,012	64,844	47,266	56,262	2,881
1100011101011001:CIMA	0,875	1110010101111000	0,875	0,913	0,834	0,881	0,012	65,234	47,656	56,114	2,936
1101000011111110:CIMA	0,844	1111101110001010	0,844	0,912	0,836	0,881	0,012	66,016	47,266	56,261	2,933
0000111101111010:CIMA	0,844	0110101101110001	0,832	0,913	0,785	0,878	0,014	66,797	45,703	56,564	3,098
1101110010101011:CIMA	0,801	1010111010011011	0,801	0,914	0,835	0,881	0,012	66,406	46,484	56,239	2,914
0111100100000100:CIMA	0,844	0001000001001111	0,844	0,914	0,839	0,882	0,012	64,844	46,875	56,254	2,760
0101111000101111:CIMA	0,844	0011111000111011	0,844	0,913	0,803	0,880	0,013	68,359	46,875	56,379	2,923
1110101000010110:CIMA	0,875	1101100000101101	0,832	0,917	0,826	0,881	0,012	64,062	46,875	56,203	2,829
0110100101001010:CIMA	0,715	0010100101001101	0,715	0,911	0,833	0,881	0,013	65,234	47,266	56,318	2,968
0000001101010100:CIMA	0,713	0101000101100000	0,801	0,912	0,814	0,881	0,013	67,578	46,484	56,220	2,946
1110111100000101:CIMA	0,844	1001010001111101	0,969	0,911	0,814	0,878	0,014	67,188	47,656	56,534	3,191
0001011000101010:CIMA	0,801	0010101000110010	0,812	0,915	0,825	0,881	0,012	64,844	47,656	56,168	2,969
1100111011011100:CIMA	0,750	1111000110111001	0,844	0,905	0,747	0,867	0,019	69,141	47,656	58,341	3,088
0110110000011010:CIMA	0,832	0110100000011101	0,863	0,916	0,837	0,881	0,012	64,453	47,266	56,086	2,880
1011101000111101:CIMA	0,832	1111011000100111	0,875	0,911	0,835	0,881	0,012	66,016	46,484	56,326	2,909
0010100110001011:CIMA	0,844	0010110011000101	0,844	0,911	0,817	0,881	0,013	67,188	47,656	56,191	3,049
1100111001110000:CIMA	0,758	1100001100111001	0,758	0,915	0,831	0,881	0,012	64,062	46,875	56,236	2,888
0010111101100101:CIMA	0,875	0001011101110101	0,812	0,914	0,835	0,881	0,012	65,625	47,656	56,179	2,905
0010111001010001:CIMA	0,832	0100010100110101	0,769	0,912	0,825	0,881	0,012	66,406	48,047	56,285	3,019
0111111110011111:CIMA	0,630	0111110011111111	0,630	0,911	0,829	0,880	0,012	64,844	46,875	56,348	2,942
0000100010110000:CIMA	0,725	0100001010000001	0,688	0,912	0,291	0,876	0,030	92,188	48,047	56,882	3,601
1100000001100111:CIMA	0,781	1001111100001000	0,844	0,914	0,833	0,881	0,012	65,625	46,875	56,155	2,943
1111100011001101:CIMA	0,832	1011010110001111	0,875	0,918	0,830	0,880	0,013	65,625	44,531	56,424	2,935
0100111010111011:CIMA	0,801	0110111010111001	0,801	0,919	0,832	0,881	0,012	64,844	47,266	56,270	2,885
1001011100111000:CIMA	0,844	1110001001110010	0,844	0,911	0,837	0,881	0,012	64,844	45,312	56,313	2,883
1100111111100010:CIMA	0,844	1000101111111001	0,844	0,916	0,831	0,881	0,013	65,234	47,656	56,287	2,893
1101000010001110:CIMA	0,875	1011100010001010	0,801	0,910	0,828	0,881	0,012	65,625	45,703	56,272	2,946
1111011111000010:CIMA	0,832	1000100111111110	0,787	0,916	0,823	0,880	0,013	67,578	47,656	56,471	2,970
1100111111110001:CIMA	0,694	1100011111111001	0,694	0,916	0,831	0,881	0,013	64,453	47,266	56,350	2,842
0000001100110000:CIMA	0,599	0100001001100000	0,750	0,915	0,250	0,854	0,067	93,750	48,438	60,155	5,657
1010110001110000:CIMA	0,875	1100001100010101	0,875	0,915	0,830	0,881	0,012	64,453	48,047	56,300	2,878
0000010011101011:CIMA	0,969	0010111110010000	0,863	0,909	0,830	0,881	0,012	65,625	46,094	56,399	2,820
0100101110110100:CIMA	0,875	0101001011101001	0,758	0,916	0,827	0,881	0,012	66,797	44,141	56,117	2,978
0000110000101101:CIMA	0,875	0011011000010001	0,844	0,911	0,838	0,881	0,012	65,234	46,484	56,245	2,913
0011110010110000:CIMA	0,894	0100001010010111	0,875	0,911	0,825	0,881	0,012	65,234	48,438	56,202	2,912
0110100011001011:CIMA	0,863	0010110110001101	0,863	0,913	0,836	0,881	0,012	64,844	46,094	56,190	2,926
0111011111100110:CIMA	0,769	0001101111111110	0,758	0,912	0,819	0,880	0,013	67,188	46,094	56,461	2,967
0010101011011011:CIMA	0,715	0110110110100101	0,715	0,913	0,830	0,881	0,012	66,406	47,266	56,167	2,868
1001010100110111:CIMA	0,906	1101111001010010	0,875	0,912	0,824	0,881	0,013	66,406	44,531	56,155	3,086
1011000010010001:CIMA	0,844	1100010010000110	0,844	0,912	0,824	0,881	0,012	66,016	44,922	56,320	2,941
0000110111010101:CIMA	0,863	0101010111010001	0,750	0,913	0,830	0,881	0,012	64,453	45,703	56,290	2,781
0101010101001001:CIMA	0,543	0010010101011010	0,789	0,911	0,828	0,881	0,012	64,844	48,438	56,187	2,946
1110110011111100:CIMA	0,769	1111001110011101	0,726	0,902	0,630	0,859	0,033	76,172	49,219	59,027	3,689
0111001101010110:CIMA	0,812	0101100101101110	0,769	0,915	0,832	0,880	0,012	65,234	47,656	56,305	2,915
0010001001111111:CIMA	0,781	0111111100100100	0,781	0,910	0,835	0,880	0,012	66,016	45,312	56,257	2,922
1110000110111011:CIMA	0,844	1110111011001100	0,750	0,910	0,835	0,881	0,012	66,016	48,438	56,207	2,887
0111111101110010:CIMA	0,781	0100101101111111	0,812	0,913	0,822	0,881	0,012	66,797	47,266	56,321	2,893
1101100000011100:CIMA	0,832	1111000000001011	0,744	0,909	0,812	0,880	0,013	67,188	47,656	56,320	2,928
0001000011101001:CIMA	0,832	0010011110000010	0,844	0,911	0,818	0,881	0,012	66,797	45,703	56,370	3,009
1110100111101111:CIMA	0,725	1011111111001101	0,725	0,913	0,811	0,880	0,013	66,797	46,484	56,521	2,948
0110001111011101:CIMA	0,875	0111010111101100	0,875	0,918	0,825	0,881	0,012	68,359	46,484	56,113	2,926
1100111110101111:CIMA	0,756	1011111011111001	0,750	0,910	0,746	0,880	0,014	69,141	46,875	56,591	3,070
1101001010110111:CIMA	0,844	1101111010101010	0,688	0,912	0,822	0,881	0,013	66,406	47,656	56,313	2,883
1100110001010110:CIMA	0,832	1101100100011001	0,875	0,912	0,824	0,881	0,012	64,453	46,875	56,371	2,924
1101011000100001:CIMA	0,938	1000011000111010	0,875	0,909	0,832	0,880	0,012	65,234	44,922	56,472	2,916
1101110011000101:CIMA	0,875	1001010110011011	0,844	0,914	0,830	0,881	0,013	64,844	48,438	56,320	2,875
0000110111011011:CIMA	0,777	0110110111010001	0,820	0,911	0,837	0,881	0,013	66,797	46,094	56,244	2,946
1000101011000001:CIMA	0,812	1000010110100001	0,875	0,915	0,833	0,881	0,012	65,234	44,922	56,171	2,946
1100000100000011:CIMA	0,756	1000110001001000	0,703	0,909	0,572	0,877	0,018	81,250	47,266	56,832	3,169
1011011010010111:CIMA	0,820	1101110010110110	0,726	0,913	0,821	0,881	0,012	66,797	48,047	56,283	2,814
0100110001101011:CIMA	0,832	0010111100011001	0,906	0,910	0,834	0,880	0,013	64,844	47,656	56,336	2,836
1101101100101100:CIMA	0,707	1011001001101011	0,875	0,912	0,834	0,880	0,013	64,844	47,266	56,314	2,838
1010111011001110:CIMA	0,812	1011100110110101	0,777	0,910	0,814	0,881	0,012	66,797	45,703	56,330	2,922
1110001110101001:CIMA	0,875	1010011011101100	0,875	0,915	0,840	0,881	0,012	65,234	48,047	56,160	2,872
0110011101100101:CIMA	0,844	0001011101111100	0,844	0,914	0,789	0,881	0,014	67,969	46,094	56,236	3,033
0010011100100111:CIMA	0,688	0001111001110100	0,875	0,559	0,438	0,515	0,020	87,109	75,000	81,336	1,924
0001100000110110:CIMA	0,726	0101101000000011	0,781	0,908	0,831	0,881	0,013	65,234	46,875	56,231	2,982
0111101111001111:CIMA	0,715	0011110111101111	0,715	0,915	0,828	0,880	0,012	66,016	46,094	56,350	2,922
1010000111101000:CIMA	0,875	1010001111000100	0,875	0,915	0,826	0,881	0,012	66,797	46,484	56,320	2,876
1100000011110101:CIMA	0,863	1101011110001000	0,938	0,911	0,829	0,881	0,012	65,625	45,312	56,210	2,983
1110110010001001:CIMA	0,906	1010010010011101	0,789	0,915	0,833	0,881	0,012	65,234	48,438	56,040	2,866
0101100110101110:CIMA	0,844	0011101011001011	0,844	0,910	0,829	0,880	0,012	66,797	46,484	56,326	3,025
0010111000001111:CIMA	0,875	0011110000110101	0,938	0,910	0,828	0,881	0,012	66,016	48,047	56,354	2,697
1110111011111110:CIMA	0,578	1111101110111101	0,578	0,909	0,592	0,850	0,042	75,391	48,438	59,812	4,129
1001010110101111:CIMA	0,832	1011111011010010	0,844	0,910	0,834	0,881	0,012	65,234	46,875	56,226	3,016
0010100011011101:CIMA	0,906	0111010110000101	0,863	0,915	0,836	0,881	0,012	64,844	46,484	56,311	2,927
0110110010011111:CIMA	0,844	0111110010011101	0,875	0,911	0,823	0,880	0,012	65,234	45,703	56,213	3,065
1110111110000010:CIMA	0,844	1000100011111101	0,863	0,918	0,834	0,880	0,012	65,234	47,266	56,275	2,870
1111011001011100:CIMA	0,844	1111000100111110	0,863	0,916	0,811	0,881	0,012	65,625	48,828	56,410	2,843
0001000100110100:CIMA	0,801	0101001001000010	0,676	0,915	0,829	0,881	0,013	64,062	47,656	56,140	2,909
0001011001001111:CIMA	0,906	0011110100110010	0,906	0,917	0,833	0,881	0,013	65,625	47,266	56,197	2,831
0100100100011100:CIMA	0,758	0111000001001001	0,832	0,912	0,800	0,881	0,012	66,406	46,875	56,234	2,963
0100000000001101:CIMA	0,662	0011010000001000	0,725	0,908	0,224	0,874	0,037	95,312	48,438	57,192	3,868
0110111000100110:CIMA	0,875	0001101000111101	0,812	0,912	0,817	0,881	0,012	66,406	47,266	56,380	2,816
0000000000010000:CIMA	0,328	0100000000000000	0,328	0,250	0,037	0,074	0,038	99,609	94,922	98,884	0,769
0000110010011000:CIMA	0,750	0110000010010001	0,801	0,915	0,832	0,881	0,012	65,625	47,266	56,202	2,847
0101011111011000:CIMA	0,906	0110000111111010	0,894	0,914	0,825	0,881	0,012	65,625	46,484	56,195	2,954
0000110101111010:CIMA	0,906	0110101101010001	0,758	0,915	0,833	0,881	0,012	64,453	48,047	56,125	2,931
0111001100101001:CIMA	0,832	0010011001101110	0,875	0,912	0,824	0,881	0,012	64,453	48,438	56,327	2,775
1011000101110011:CIMA	0,875	1100111101000110	0,906	0,912	0,840	0,881	0,012	64,453	46,484	56,354	2,859
0000000110010100:CIMA	0,758	0101000011000000	0,756	0,912	0,825	0,881	0,012	65,234	46,094	56,139	2,997
0001100010110101:CIMA	0,844	0101011010000011	0,801	0,920	0,826	0,881	0,012	65,625	47,266	56,339	2,967
0101100011011110:CIMA	0,906	0111100110001011	0,906	0,915	0,827	0,881	0,012	67,188	47,656	56,188	2,936
1011000001100101:CIMA	0,832	1001011100000110	0,969	0,914	0,832	0,881	0,012	66,016	46,484	56,315	2,907
1111011001100010:CIMA	0,906	1000101100111110	0,969	0,920	0,840	0,881	0,012	64,062	46,875	56,188	2,955
0100111100111000:CIMA	0,844	0110001001111001	0,906	0,913	0,836	0,881	0,012	64,844	45,312	56,234	2,730
1011010011111011:CIMA	0,801	1110111110010110	0,801	0,911	0,832	0,881	0,012	65,234	45,703	56,150	2,915
1101000101100101:CIMA	0,906	1001011101001010	0,758	0,914	0,825	0,881	0,012	65,625	44,141	56,234	2,913
0101010001010100:CIMA	0,625	0101000100011010	0,801	0,560	0,413	0,515	0,018	87,109	75,781	81,284	1,833
0110100011110110:CIMA	0,906	0101101110001101	0,844	0,910	0,828	0,880	0,012	66,016	45,312	56,202	2,884
0001111010000010:CIMA	0,832	0000100010110011	0,844	0,913	0,825	0,881	0,013	64,844	46,094	56,151	2,831
0010100011101010:CIMA	0,801	0010101110000101	0,863	0,917	0,829	0,881	0,013	64,844	46,875	56,196	2,930
1001011011111000:CIMA	0,906	1110001110110010	0,875	0,910	0,832	0,881	0,012	64,453	46,094	56,209	2,965
